Date,Open,High,Low,Close,Adj Close,Volume,ma,ema,%k,%d,SignalLine,macd_Histogram,sd,upperband,lowerband,Tenkan-sen,Kijun-sen,Senkou Span A,Senkou Span B,Chikou Span,Prev Close,TR,+DM,-DM,ATR,+DI,-DI,DX,ADX
2022-10-19,3159.0,3159.0,3112.0,3121.85009765625,2979.02490234375,1194289,3079.5999930245534,3094.387441750727,82.21640990400326,85.96432258346785,-1.4108313531070724,9.760210534602878,49.83005003356381,3179.260093091681,2979.939892957426,3082.0,3094.7750244140625,,,3395.25,3144.699951171875,47.0,3.64990234375,0.0,65.76068987165179,15.537946226724559,23.673495040150026,20.74789538608032,29.20930473350368
2022-10-20,3105.0,3160.0,3105.0,3157.300048828125,3012.85302734375,1587601,3091.028564453125,3102.775789361047,98.71369584181448,91.91374674119625,2.0432642165715103,10.362286709035748,47.809628054389975,3186.647820561905,2995.409308344345,3082.5,3043.050048828125,,,3397.35009765625,3121.85009765625,55.0,1.0,0.0,64.98568289620536,15.833163157557188,22.856677469362317,18.153381347656236,25.526234985314765
2022-10-21,3157.800048828125,3160.39990234375,3127.0,3137.39990234375,2993.863525390625,1021913,3100.517839704241,3107.3923377587407,87.66093774148847,89.53034782910207,4.900048269212672,8.570352157923484,42.1772864840702,3184.8724126723814,3016.1632667361005,3106.375,3043.25,,,3390.800048828125,3157.300048828125,33.39990234375,0.0,22.0,62.399972098214285,16.489252889110475,26.322121565094136,22.96788832720588,23.124299535196275
2022-10-24,3170.10009765625,3178.0,3155.0,3161.699951171875,3017.0517578125,260949,3113.142839704241,3114.6333528804917,90.57800645773122,92.31754668034473,7.707364273645223,8.421948013297655,29.459033603241387,3172.0609069107236,3054.2247724977583,3115.175048828125,3052.050048828125,,,3475.64990234375,3137.39990234375,40.60009765625,0.0,28.0,61.964268275669646,16.60519762168971,26.979840310879048,23.803220511681424,20.30180803209968
2022-10-25,3180.5,3184.25,3151.14990234375,3162.10009765625,3017.433349609375,2069643,3118.210710797991,3120.9622521839265,87.64301124476988,88.62731848132985,10.243759944249573,7.6091870118130505,31.421952100398563,3181.054614998788,3055.3668065971938,3118.300048828125,3055.175048828125,,,3439.14990234375,3161.699951171875,33.10009765625,6.25,0.0,56.25355747767857,9.269255044633834,29.718761586258807,52.450748483116094,23.41913662762186
2022-10-27,3160.699951171875,3174.0,3134.35009765625,3157.39990234375,3012.948486328125,2438421,3122.1714215959823,3125.82060553857,85.02086602161785,87.74729457470632,12.286019721386038,6.126779331409397,32.683996518449106,3187.5394146328804,3056.8034285590843,3127.625,3055.175048828125,,,3425.89990234375,3162.10009765625,39.64990234375,0.0,0.0,56.7392578125,9.189908214021395,20.721366979176654,38.552213807914015,24.041049741292323
2022-10-28,3150.0,3178.5,3145.0,3163.25,3018.53076171875,1355739,3129.1964285714284,3130.8111914667606,88.28451882845188,86.98279869827986,13.968239949752524,5.046660685099459,29.876257274604985,3188.9489431206384,3069.4439140222185,3127.8499755859375,3055.175048828125,,,3385.35009765625,3157.39990234375,33.5,0.0,10.64990234375,55.78212193080357,9.347592981052093,22.440625615470946,41.18831822759314,24.851256027797017
2022-10-31,3199.0,3199.0,3177.800048828125,3193.14990234375,3047.0625,1919414,3134.52498953683,3139.1230195836924,96.01084108290965,89.77207531099312,15.906201457463897,5.813884523134117,34.174744692129735,3202.8744789210896,3066.1755001525707,3152.0,3062.550048828125,,,3380.60009765625,3163.25,35.75,0.0,32.800048828125,49.621407645089285,7.341301498160247,29.948198728514246,60.62536932093955,27.681437229184194
2022-11-01,3214.5,3262.60009765625,3203.449951171875,3259.699951171875,3110.568115234375,2991060,3148.1071254185267,3155.1999437954505,98.62061998365041,94.30532663167065,19.206758439722158,9.901670946774779,43.009173941551346,3234.1254733016294,3062.088777535424,3183.800048828125,3094.35009765625,,,3350.550048828125,3193.14990234375,69.4501953125,63.60009765625,0.0,48.035714285714285,17.040906714684017,23.74720463522305,16.4417956570924,27.250232240203605
2022-11-02,3270.0,3270.0,3222.050048828125,3241.699951171875,3093.3916015625,1405955,3158.174979073661,3166.7332781123073,86.99744473883167,93.87630193513058,22.53387856263089,9.9813603687262,47.34904254108225,3252.8730641558254,3063.476893991496,3187.5,3098.050048828125,,,3292.75,3259.699951171875,47.949951171875,0.0,18.60009765625,48.04286411830357,17.038370653763923,25.215592184306907,19.352555313877694,26.88437068930836
2022-11-03,3228.050048828125,3228.050048828125,3195.0,3206.75,3060.041015625,1422652,3165.5642613002233,3172.068841030666,68.21608040201005,84.61138170816405,24.762448582310412,6.68571005903857,46.18438596226802,3257.933033224759,3073.1954893756874,3198.5,3110.050048828125,,,3286.449951171875,3241.699951171875,46.699951171875,0.0,0.0,47.26072474888393,17.305217962753666,25.632896562844653,19.394607080677222,26.52414589128826
2022-11-04,3217.0,3220.050048828125,3166.14990234375,3217.39990234375,3070.203125,1464013,3174.0106898716517,3178.1129825390776,73.50788984102275,76.2404716606215,26.33077510434086,4.704979566091339,43.85837698729441,3261.7274438462405,3086.293935897063,3202.175048828125,3110.050048828125,,,3332.10009765625,3206.75,53.900146484375,0.0,0.0,45.46787806919643,11.703709953937198,26.643628874203678,38.959467271567085,28.501983701407756
2022-11-07,3229.0,3242.800048828125,3195.10009765625,3233.699951171875,3085.757568359375,1474498,3182.7214006696427,3185.5245783567843,77.99997040719697,73.24131355007658,27.649159475142774,3.955153112405746,42.63475259083322,3267.990905851309,3097.4518954879763,3202.175048828125,3110.050048828125,,,3365.35009765625,3217.39990234375,47.699951171875,0.0,28.9501953125,44.807163783482146,11.876289686941265,31.57982612431901,45.34122774100348,30.857075085292767
2022-11-09,3249.800048828125,3249.800048828125,3201.64990234375,3216.050048828125,3068.915283203125,1162267,3187.8178362165177,3189.594641086296,67.30305989583333,72.93697338135101,28.22432016298645,1.7254820635310253,41.99993100951529,3271.817698235548,3103.8179741974873,3202.175048828125,3110.050048828125,,,3305.10009765625,3233.699951171875,48.150146484375,7.0,0.0,45.132167271205354,12.898624026732003,22.31544953186925,26.741653417251776,31.76573870668974
2022-11-10,3170.0,3225.0,3170.0,3205.64990234375,3058.99072265625,1573092,3193.803536551339,3191.73534258729,60.99994081439394,68.76765703914141,27.994734607083643,-0.688756667708418,37.61808504827145,3269.039706647882,3118.5673664547962,3207.5,3122.0,,,3240.25,3216.050048828125,55.0,0.0,0.0,45.70359584263393,12.166922883502039,22.03644116914241,28.85540226525556,32.34484634091654
2022-11-11,3269.60009765625,3341.60009765625,3255.050048828125,3315.949951171875,3164.244873046875,3265394,3205.135672433036,3208.2972903985683,88.04746746878847,72.11682272633857,29.602505517757884,4.823312732022721,48.18710642485388,3301.5098852827437,3108.761459583328,3253.875,3173.300048828125,,,3202.050048828125,3205.64990234375,135.9501953125,116.60009765625,0.0,51.485752650669646,26.838242392034406,19.56161751849936,15.682428540873882,32.16834971186066
2022-11-14,3324.0,3349.0,3309.0,3335.5,3182.900634765625,1342074,3219.2856794084823,3225.2576516787594,93.7106889625412,80.91936574857453,32.40009819929468,8.392778044610402,55.32391993559957,3329.9335192796816,3108.637839537283,3257.574951171875,3177.0,,,3243.949951171875,3315.949951171875,40.0,0.0,53.949951171875,51.957188197544646,26.59472456672125,23.77647022101185,5.594972201047992,30.92742713142081
2022-11-15,3321.0,3339.949951171875,3292.0,3332.60009765625,3180.1328125,1400708,3231.492832728795,3239.5699778090916,92.3596972723116,91.37261790121376,35.43725089783316,9.11145809561544,60.27335584154484,3352.0395444118844,3110.9461210457052,3257.574951171875,3177.0,,,3268.550048828125,3335.5,47.949951171875,0.0,0.0,52.482177734375,26.32869231091284,19.727812042911573,14.332134756234808,30.250921006031767
2022-11-16,3338.89990234375,3367.89990234375,3321.449951171875,3355.35009765625,3201.84228515625,1748235,3245.296404157366,3255.0073271220463,94.6264974598064,93.56562789821974,38.70976105398612,9.81753046845889,65.09468649774104,3375.485777152848,3115.1070311618837,3267.02490234375,3186.449951171875,,,3259.699951171875,3332.60009765625,46.449951171875,0.0,29.449951171875,53.435738699776785,25.023407269519577,23.312400321256412,3.539833166229501,26.75728419768272
2022-11-17,3340.0,3360.0,3317.75,3349.0,3195.782470703125,1417986,3258.9821254185267,3267.5396835057736,91.52090146966368,92.83569873392723,41.552916932187,8.52946763460264,65.33440132979553,3389.650928078118,3128.3133227589356,3267.02490234375,3210.125,,,3228.35009765625,3355.35009765625,42.25,0.0,0.0,53.6214599609375,24.936737142297773,23.231656373003208,3.5398331662295015,24.25639986613383
2022-11-18,3350.0,3362.75,3321.0,3343.449951171875,3190.486572265625,1164540,3271.8535505022323,3277.6610525279207,87.88106509448575,91.34282134131861,43.636139247497006,6.249666945930009,62.72181287935679,3397.297176260946,3146.409924743519,3268.949951171875,3210.125,,,3252.89990234375,3349.0,41.75,0.0,3.25,54.210745675223215,24.665667951571432,22.004104017774857,5.70297179841536,21.7217322640497
2022-11-21,3322.5,3333.699951171875,3273.0,3283.5,3133.279541015625,1304194,3278.30712890625,3278.4395788575316,58.166095492565056,79.18935401890484,43.648602358377595,0.0373893326417587,58.50748121444635,3395.322091335143,3161.292166477357,3268.949951171875,3210.125,,,3259.5,3343.449951171875,70.449951171875,0.0,0.0,56.68931361607143,23.587236587268578,16.90923319609498,16.49033465607662,18.569229787988064
2022-11-22,3280.0,3318.949951171875,3255.25,3314.949951171875,3163.290283203125,1149739,3282.2535574776784,3283.307628499444,73.75467104244115,73.26727720983065,43.002199449938146,-1.9392087253183519,59.016985062675296,3400.287527603029,3164.219587352328,3268.949951171875,3219.449951171875,,,3257.10009765625,3283.5,63.699951171875,0.0,0.0,56.27858189174107,15.687279436075235,17.03263997491354,4.111747715327423,17.688512077861994
2022-11-23,3330.0,3330.0,3291.0,3308.300048828125,3156.94482421875,1150011,3287.0107073102677,3286.639951209935,70.45856083488228,67.45977578996282,41.71027262031012,-3.8757804888840894,58.1748405309318,3403.360388372131,3170.661026248404,3311.4749755859375,3219.6749267578125,,,3268.75,3314.949951171875,39.0,0.0,35.75,55.63929966517857,15.867522519416532,19.43000959073272,10.092736965856746,17.027096481574784
2022-11-24,3316.25,3392.949951171875,3308.300048828125,3380.14990234375,3225.5078125,1296591,3299.396414620536,3299.1079446944436,94.35624070882577,79.5231575287164,41.53525156989718,-0.5250631512388324,58.23130601044925,3415.8590266414344,3182.933802599637,3324.0999755859375,3248.9749755859375,3087.7250366210938,,3256.699951171875,3308.300048828125,84.64990234375,62.949951171875,0.0,58.350010463169646,22.836334358729747,18.527368162143535,10.417264253391695,16.385857708197243
2022-11-25,3383.0,3403.35009765625,3348.0,3389.64990234375,3234.57275390625,1588981,3311.6999860491073,3311.1802057143514,94.1289095440269,86.31457036257831,42.01979023170018,1.4536159854090087,57.769088645392436,3427.2381633398923,3196.1618087583224,3329.300048828125,3254.175048828125,3089.0625610351562,,3261.449951171875,3380.14990234375,55.35009765625,0.0,39.699951171875,58.453578404017854,22.795872984240276,23.34575988629943,1.1917369799243551,13.68816268736562
2022-11-28,3366.0,3417.0,3365.550048828125,3395.25,3239.9169921875,2195437,3323.239275251116,3322.3895116191043,91.19433198380567,93.2264940788861,42.772067141246836,2.2568307286399687,57.121264728422325,3437.4818047079607,3208.996745794271,3336.125,3261.0,3088.3875122070312,,3311.35009765625,3389.64990234375,51.449951171875,0.0,17.550048828125,58.721435546875,22.6918898756935,21.85255820500683,1.8842565276958212,10.584093314986502
2022-11-29,3383.0,3429.0,3383.0,3397.35009765625,3241.920654296875,1576028,3336.189278738839,3332.384256424057,87.77996048503861,91.03440067095706,43.47466815053929,2.1078030278773667,51.19491633868646,3438.579111416212,3233.7994460614664,3342.125,3278.0,3062.7750244140625,,3314.64990234375,3395.25,46.0,0.0,17.449951171875,58.56785365513393,21.897683946625218,24.03803466710734,4.659447560796971,9.006792896668303
2022-11-30,3383.0,3414.89990234375,3375.0,3390.800048828125,3235.67041015625,3410702,3349.414289202009,3340.1730287446,78.03968847675576,85.67132698186668,43.76496325218673,0.870885304942334,36.758199254503864,3422.9306877110166,3275.8978906930015,3342.125,3281.675048828125,3074.8125,,3311.10009765625,3397.35009765625,39.89990234375,0.0,0.0,57.48927525111607,22.308514817247126,24.48902148079954,4.659447560796974,7.278510417778405
2022-12-01,3425.0,3480.0,3420.0,3475.64990234375,3316.63818359375,2180856,3360.8214285714284,3358.236611891153,98.06447267797553,87.9613738799233,45.45084605877263,5.0576484197577045,48.483935695483304,3457.789299962395,3263.853557180462,3367.625,3307.175048828125,3083.612548828125,,3211.550048828125,3390.800048828125,89.199951171875,65.10009765625,0.0,54.149972098214285,16.89092663346619,25.999202621687147,21.23629876243979,7.67521543360454
2022-12-02,3458.10009765625,3468.89990234375,3413.0,3439.14990234375,3281.808349609375,2411749,3368.2249930245534,3369.0250506181665,81.82420571468298,85.97612228980476,46.79338421852332,4.0276144792520725,52.09886503477361,3472.4227230941005,3264.0272629550063,3367.625,3307.175048828125,3086.737548828125,,3319.949951171875,3475.64990234375,62.64990234375,0.0,0.0,55.767822265625,16.400913084945042,18.33493331665598,5.567793596708779,7.673274104723168
2022-12-05,3433.0,3439.14990234375,3407.0,3425.89990234375,3269.16455078125,1475065,3374.8892647879466,3376.6083641815776,75.92876633759732,85.27248157675194,47.35132055121485,1.673808998074584,53.14803660453166,3481.18533799701,3268.5931915788833,3385.5,3312.5,3091.4000244140625,,3286.39990234375,3439.14990234375,32.14990234375,0.0,0.0,54.639247349330354,16.739674323613983,18.713641787891294,5.567793596708777,7.047249736185593
2022-12-06,3400.050048828125,3407.949951171875,3368.0,3385.35009765625,3230.4697265625,1166999,3377.0321219308034,3377.7739286448673,57.886584051724135,71.87985203466815,46.347488995172554,-3.011494668126872,52.9038631654182,3482.83984826164,3271.224395599967,3394.1500244140625,3323.074951171875,3091.5125122070312,,3328.699951171875,3425.89990234375,57.89990234375,0.0,0.0,55.457101004464285,16.49280595899793,14.644517900514822,5.935924573422961,7.2183991224136985
2022-12-07,3368.300048828125,3393.699951171875,3354.0,3380.60009765625,3225.937255859375,1167505,3379.2892717633927,3378.1507511797186,55.773124652391544,63.19615834723766,44.251340327803234,-6.288446002107946,52.2863771252043,3483.8620260138014,3274.716517512984,3414.0,3323.074951171875,3107.2750244140625,,3334.35009765625,3385.35009765625,39.699951171875,0.0,0.0,55.274954659598215,16.54715434047589,14.692775658921528,5.935924573422953,7.389548508641802
2022-12-08,3360.0,3380.60009765625,3339.449951171875,3350.550048828125,3197.26171875,1285619,3379.7964215959823,3374.4706575328396,42.402691358453836,52.020800020856505,40.870080933232785,-10.143778183711348,51.945336096672776,3483.6870937893277,3275.905749402637,3409.7249755859375,3323.074951171875,3139.0750732421875,,3374.550048828125,3380.60009765625,41.150146484375,0.0,0.0,55.232107979910715,16.559990906880778,14.283869501109802,7.379495872641517,7.509300228229384
2022-12-09,3374.10009765625,3374.10009765625,3276.35009765625,3292.75,3142.106201171875,1797896,3380.4571358816966,3363.5745698617943,16.685205784204673,38.28700726501669,35.610799431583914,-15.777844504946628,50.66944181645406,3481.7960195146047,3279.1182522487884,3378.175048828125,3323.074951171875,3142.7750244140625,,3334.050048828125,3350.550048828125,97.75,0.0,0.0,57.18211146763393,15.995268143130437,13.796766198512922,7.379495872641517,6.858526029412592
2022-12-12,3255.5,3296.0,3236.10009765625,3286.449951171875,3136.09423828125,1527610,3378.4214215959823,3353.291287369805,20.64365464347847,26.577183928712326,29.428139956881626,-18.547978424106862,53.96882434346154,3486.3590702829056,3270.483772909059,3358.050048828125,3323.074951171875,3154.2750244140625,,3378.39990234375,3292.75,59.89990234375,0.0,0.0,56.910679408482146,16.071556611549738,13.862569044267387,7.37949587264152,7.091936612077885
2022-12-13,3277.199951171875,3336.449951171875,3267.800048828125,3332.10009765625,3179.65576171875,1378016,3380.121425083705,3350.465795407998,39.36040936363254,25.56308993043856,24.075295365147007,-16.058533775203863,51.926308716417694,3483.9740425165405,3276.26880765087,3358.050048828125,3325.0,3156.112548828125,,3390.0,3286.449951171875,68.64990234375,40.449951171875,0.0,59.028529575892854,20.38965627669921,9.039206696028163,38.56910676837856,9.125963026543728
2022-12-14,3348.800048828125,3377.0,3340.89990234375,3365.35009765625,3211.384765625,1213311,3379.064296177455,3352.4503690410984,52.99305114843236,37.66570505184779,20.215739370930535,-11.578667982649407,52.076117353157684,3483.2165308837707,3274.9120614711396,3352.5,3325.0,3156.112548828125,,3373.10009765625,3332.10009765625,44.89990234375,0.0,73.099853515625,56.189243861607146,13.417673355025084,18.78852282164888,16.676447715715494,9.573047559566856
2022-12-15,3358.800048828125,3364.75,3298.949951171875,3305.10009765625,3153.89111328125,1415694,3373.0250244140625,3346.136999523119,28.290294230110888,40.2145849140586,16.0943674942753,-12.364115629965706,55.54140128593255,3484.1078269859277,3261.9422218421973,3337.625,3325.0,3156.112548828125,,3363.10009765625,3365.35009765625,66.400146484375,0.0,0.0,56.97853306361607,13.231806430662886,13.551451209946084,1.19344996628995,9.573169915735829
2022-12-16,3275.0,3292.0,3225.199951171875,3240.25,3092.00830078125,2703680,3361.953595842634,3332.0187329200367,5.906611438005252,29.063318938849502,10.67542830628459,-16.256817563972124,65.35241769305205,3492.658431228738,3231.24876045653,3316.574951171875,3352.5999755859375,3164.75,,3414.89990234375,3305.10009765625,79.900146484375,0.0,0.0,59.010689871651785,12.776141438791647,10.960460225141988,7.649288804506839,9.98495793550804
2022-12-19,3227.0,3245.5,3194.5,3202.050048828125,3055.555908203125,2120965,3348.003592354911,3314.689575041115,2.6445004651926447,12.280468711102928,4.08528874400551,-19.770418686837246,77.01847736501436,3502.0405470849396,3193.966637624882,3294.0999755859375,3337.25,3213.5875244140625,,3436.300048828125,3240.25,51.0,0.0,0.0,59.367832728794646,12.69928319002323,8.795029005204752,18.16412709258626,10.949577902064421
2022-12-20,3198.89990234375,3249.0,3163.64990234375,3243.949951171875,3095.53857421875,1529971,3337.5142996651784,3305.2576251918827,25.383285613959266,11.311465839052389,-1.752338752934655,-17.512882490820495,80.655614533016,3498.8255287312104,3176.2030705991465,3272.125,3321.824951171875,3217.2874755859375,,3429.75,3202.050048828125,85.35009765625,3.5,0.0,62.61427525111607,12.440117163010823,8.339021872118307,19.736598729905126,12.026517271286433
2022-12-21,3249.0,3283.050048828125,3240.0,3268.550048828125,3119.01318359375,1432566,3322.721452985491,3300.363281676715,34.3653223536036,20.797702810918505,-6.177239867369041,-13.274703343303157,71.88681959526136,3466.4950921760137,3178.947813794968,3270.324951171875,3321.824951171875,3217.2874755859375,,3411.050048828125,3243.949951171875,43.050048828125,0.0,76.35009765625,59.31785365513393,5.292305828889001,17.996262262521817,54.550182663734624,14.406080407093205
